Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,coppel.com,liverpool.com.mx,chedraui.com.mx,bodegaaurrera.com.mx,walmart.com.mx,coppel.com (pages),liverpool.com.mx (pages),chedraui.com.mx (pages),bodegaaurrera.com.mx (pages),walmart.com.mx (pages),Results
celulares de 2300,Informational,70,26,0.06,1.00,4,61,0,81,82,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,https://www.bodegaaurrera.com.mx/content/celulares/264800,https://www.walmart.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,85
celulares de 2700 pesos,Commercial,70,31,0.00,1.00,7,11,0,10,4,https://www.coppel.com/celulares-samsung,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,https://www.bodegaaurrera.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,https://www.walmart.com.mx/content/celulares/264800,67
celulares de 3000 a 4000,Informational,70,28,0.00,0.94,6,12,25,28,9,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares/cat5150024,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,https://www.walmart.com.mx/content/celulares/264800,98
celulares de 32 gb de memoria interna,"Informational, Transactional",70,29,0.00,0.57,25,52,22,20,27,https://www.coppel.com/celular-blu-desbloqueado-g50-32-gb-gris-pm-2061633,https://www.liverpool.com.mx/tienda/celulares/cat5150024,https://www.chedraui.com.mx/celular-samsung-galaxy-a04-32gb-negro-telcel-3759543/p,https://www.bodegaaurrera.com.mx/ip/smartphones/smartphone-dual-sim-32-gb-con-3-gb-ram-hisense-hisense-e50-lite-negro/00694178572026,https://www.walmart.com.mx/ip/smartphones/smartphone-dual-sim-32-gb-con-3-gb-ram-hisense-hisense-e50-lite-negro/00694178572026,1390000
celulares de 3500 pesos 2020,Informational,70,33,0.00,0.00,5,20,0,15,26,https://www.coppel.com/celulares-oppo,https://www.liverpool.com.mx/tienda/celulares-y-telefon%C3%ADa/cat5150023,,https://www.bodegaaurrera.com.mx/ip/smartphones/telefono-movil-desbloqueado-de-fabrica-verde-5-0-pulgadas-3g-3500-mah-4-gb-de-ram-32-gb-de-rom-telefono-inteligente-multifuncional-para-adultos-mayores-enchufe-britanico-de-100-a-240-v/00904897039173,https://www.walmart.com.mx/content/celulares/264800,36
celulares de 3gb,Informational,70,22,0.00,0.00,29,0,8,16,26,https://www.coppel.com/master-telefonos-celulares-libres/celular-samsung-desbloqueado-galaxy-a02-32-3gb-rojo-im-2383493-0,,https://www.chedraui.com.mx/celular-xiaomi-redmi-a3-3gb-64gb-azul-telcel-3828834/p,https://www.bodegaaurrera.com.mx/ip/smartphones/celular-rca-g2-3gb-ram-32gb-rom-exp-128-color-blanco-dorado-rca-g2/00001158694273,https://www.walmart.com.mx/ip/celulares/smartphones/celulares-desbloqueados/smartphone-samsung-galaxy-a03-3gb-ram-32gb-rom-azul-desbloqueado-samsung-desbloqueado/00880609288987,9740000
celulares de 4.5 pulgadas 2019,Informational,70,29,0.00,0.00,14,0,0,35,5,https://www.coppel.com/movistar-alcatel-3c-2019-16-gb-negro-pm-2322773,,,https://www.bodegaaurrera.com.mx/ip/accesorios-celulares/funda-celular-cinto-tipo-piel-vertical-4-5-5-5-5-6-clip/00911611124193,https://www.walmart.com.mx/ip/autos-y-llantas/accesorios-y-herramientas/accesorios-para-moto/a18-smartphone-4-5-pulgadas-hd-2gb-ram-32gb-rom-tarjeta-dual-telefono-movil-ultrafino-de-doble-modo-de-espera-para-android-negro/00097049781415,61
celulares de 6 pulgadas 2018,Informational,70,27,0.00,0.00,30,53,0,14,17,https://www.coppel.com/celulares-baratos,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,https://www.bodegaaurrera.com.mx/ip/smartphones/smartphone-telefono-movil-de-6-18-pulgadas-pantalla-capacitiva-de-enchufe-de-la-ue-negra-bt4-0-para-telefono-movil-inteligente-para-uso-diario-anggrek-otros/00562606580275,https://www.walmart.com.mx/content/celulares/264800,7850000
celulares de 6000 a 7000 pesos,Informational,70,30,0.00,1.00,11,13,0,46,37,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,https://www.bodegaaurrera.com.mx/content/celulares/264800,https://www.walmart.com.mx/content/celulares/264800,86
celulares de ceramica,Informational,70,29,0.00,0.21,73,60,0,21,19,https://www.coppel.com/alaciadoras,https://www.liverpool.com.mx/tienda/pdp/florero-organic-de-cer%C3%A1mica/1110021841?skuid=1110021841,,https://www.bodegaaurrera.com.mx/ip/accesorios-celulares/2-micas-de-100d-ceramica-para-varias-marcas-mate-1-clara-1/00947622097710,https://www.walmart.com.mx/ip/accesorios-celulares/2-micas-de-ceramica-1mate-1clara-para-iphone-xiaomi-samsung/00933569154652,23100000
celulares de colores,Informational,70,31,0.00,0.94,61,0,0,0,0,https://www.coppel.com/celulares-apple,,,,,38800000
celulares de doble sim card,"Commercial, Informational",70,26,0.05,1.00,52,11,0,0,24,https://www.coppel.com/telefonos-celulares-libres,https://www.liverpool.com.mx/tienda/?s=galaxy%20s8%20plus%20dual%20sim//,,,https://www.walmart.com.mx/ip/smartphones/telefono-celular-dual-sim-smartphone-desbloqueado-3gb-32gb-procesador-de-cpu-de-10-nucleos-para-navegar-por-internet-anggrek-no/00696963770205,3480000
celulares de famsa,Informational,70,31,0.00,0.00,65,0,0,0,68,https://www.coppel.com/recamara,,,,https://www.walmart.com.mx/content/linea-blanca/lavadoras-y-secadoras/265699_265715,140000
celulares de gama alta baratos 2019 mexico,Commercial,70,27,0.00,0.00,72,0,0,0,0,https://www.coppel.com/tablets,,,,,81
celulares de gama alta telcel,Informational,70,33,0.17,1.00,4,11,0,52,15,https://www.coppel.com/celulares-telcel,https://www.liverpool.com.mx/tienda/?s=celular%20telcel,,https://www.bodegaaurrera.com.mx/content/celulares/264800,https://www.walmart.com.mx/browse/celulares/smartphones/telcel/264800_264807_264811,4500000
celulares de gama baja 2016,"Commercial, Informational",70,34,0.00,0.00,30,47,86,77,52,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/buen-fin-celulares/catst44481163,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,https://www.walmart.com.mx/content/celulares/264800,1010000
celulares de gama media 2017 mexico,"Commercial, Informational",70,22,0.00,0.00,25,29,0,0,0,https://www.coppel.com/telefonos-celulares-libres,https://www.liverpool.com.mx/tienda?s=celulares,,,,685000
celulares de gama media 2018 mexico,"Commercial, Informational",70,30,0.00,0.00,33,0,0,31,0,https://www.coppel.com/vivo,,,https://www.bodegaaurrera.com.mx/content/celulares/264800,,245000
celulares de gama media que parecen de gama alta,Informational,70,39,0.00,1.00,16,0,0,0,0,https://www.coppel.com/telefonos-celulares-libres,,,,,18100000
celulares de gamers,"Commercial, Informational",70,23,0.00,1.00,7,0,0,95,49,https://www.coppel.com/celular-gamer,,,https://www.bodegaaurrera.com.mx/ip/smartphones/xiaomi-redmi-k40-gaming-128gb-8gb-light-blade-celular-gamer-blanco-xiaomi-m2012k10c/00693417774430,https://www.walmart.com.mx/ip/smartphones/celular-gamer-hyundai-3gb-32gb-quad-core-gamepad-pubg-mobile-hyundai-hyundai-g60/00070452111201,93700000
celulares de menos de 1000,"Commercial, Informational",70,25,0.09,0.99,8,40,19,10,7,https://www.coppel.com/celulares-baratos,https://www.liverpool.com.mx/tienda/celulares/cat5150024,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/content/celulares/264800,https://www.walmart.com.mx/content/celulares/264800,27100000
celulares de menos de 3000 pesos,Informational,70,29,0.05,1.00,9,23,18,24,26,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares/cat5150024,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,https://www.walmart.com.mx/content/celulares/264800,7510000
celulares de parral telefono,"Informational, Transactional",70,27,0.00,0.00,23,0,92,0,72,https://www.coppel.com/celulares,,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,,https://www.walmart.com.mx/inicio,212000
celulares de prepago,"Commercial, Informational",70,24,0.16,0.58,66,0,0,0,16,https://www.coppel.com/equipos-celulares,,,,https://www.walmart.com.mx/search?q=celular+prepago&z=1,12900000
celulares de segunda mano samsung,Informational,70,29,0.00,0.76,28,0,0,0,29,https://www.coppel.com/celulares-reacondicionados,,,,https://www.walmart.com.mx/content/celulares/264800,7750000
celulares de tapa baratos,Informational,70,28,0.00,0.50,6,0,83,0,12,https://www.coppel.com/celulares,,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,,https://www.walmart.com.mx/content/celulares/264800,630000
celulares de tapa con android,Informational,70,29,0.00,1.00,19,0,51,26,14,https://www.coppel.com/celulares,,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/ip/smartphones/telefono-movil-con-tapa-de-doble-pantalla-2g-gsm-2-8-pulgadas-boton-grande-con-tapa-telefono-de-negocios-para-ancianos-bateria-de-3000mah-llamada-de-emergencia-linterna-de-marcacion-familiar-sonducket-el016695-04/00946739963957,https://www.walmart.com.mx/ip/smartphones/telefono-movil-con-tapa-para-personas-mayores-telefono-celular-con-boton-grande-telefono-celular-con-tapa-telefono-con-tarjeta-dual-telefono-movil-con-tapa-gsm-2g-telefono-anggrek-dual-card-phone/00593978590036,1550000
celulares de tapa telcel,Informational,70,37,0.11,1.00,6,0,39,31,32,https://www.coppel.com/celulares-telcel,,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/ip/smartphones/smartphone-motorola-moto-x-negro-telcel-r-9/00750622731198,https://www.walmart.com.mx/ip/celulares/smartphones/celulares-desbloqueados/smartphone-huawei-nova-y70-128-gb-azul-telcel/00750622734548,58
celulares de último modelo 2019,Informational,70,32,0.00,0.00,43,0,41,0,0,https://www.coppel.com/celulares-huawei,,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,,,95700000
celulares del 2000 motorola,Informational,70,28,0.00,0.00,16,13,74,24,17,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda?s=Motorola,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/browse/lp-celulares/marcas/celulares-motorola/320061_320132_320136,https://www.walmart.com.mx/content/celulares/264800,17200000
celulares detalles,Informational,70,49,0.00,0.71,36,0,0,0,0,https://www.coppel.com/tu-credito-coppel,,,,,165000000
celulares disponibles en movistar,"Informational, Transactional",70,33,0.00,0.84,7,36,0,46,56,https://www.coppel.com/movistar,https://www.liverpool.com.mx/tienda/celulares-y-telefon%C3%ADa/cat5150023,,https://despensa.bodegaaurrera.com.mx/ip/smartphone-motorola-moto-g13-128gb-movistar-rosa/00750303967106,https://super.walmart.com.mx/ip/smartphone-motorola-moto-g22-128-gb-negro-movistar/00750303092537,5150000
celulares doble sim card claro,Informational,70,25,0.00,0.00,28,0,0,0,0,https://www.coppel.com/telefonos-celulares-libres,,,,,52
celulares dual sim 2018,Informational,70,26,0.00,0.00,8,0,0,11,7,https://www.coppel.com/telefono-celular-huawei-y6-prime-2018-dual-sim-3gb-ram-32gb-negro-reacondicionado-mkp-10425521,,,https://www.bodegaaurrera.com.mx/ip/smartphones/celular-huawei-y9-2018-dual-sim-32gb-dorado/00068691030937,https://www.walmart.com.mx/ip/smartphones/smartphone-samsung-galaxy-a7-2018-dual-sim-64-gb-negro-desbloqueado/09910037022274,962000
celulares duos samsung,Informational,70,30,0.00,0.00,7,9,0,23,18,https://www.coppel.com/celulares-samsung,https://www.liverpool.com.mx/tienda/?s=galaxy%20s8%20plus%20dual%20sim//,,https://www.bodegaaurrera.com.mx/browse/lp-celulares/marcas/celulares-samsung/320061_320132_320134,https://www.walmart.com.mx/browse/lp-celulares/marcas/celulares-samsung/320061_320132_320134,7900000
celulares economicos y con buena camara,"Commercial, Informational",70,31,0.18,0.95,19,76,0,64,27,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,https://www.bodegaaurrera.com.mx/content/celulares/264800,https://www.walmart.com.mx/content/celulares/264800,20800000
celulares economicos y de buena calidad mexico,Informational,70,37,0.00,1.00,7,36,20,30,2,https://www.coppel.com/celulares-baratos,https://www.liverpool.com.mx/tienda/celulares/cat5150024,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/content/celulares/264800,https://www.walmart.com.mx/content/celulares/264800,19400000
celulares elegantes,"Commercial, Informational",70,56,0.00,0.97,6,10,0,0,45,https://www.coppel.com/blog/tecnologia-entretenimiento/celulares-de-gama-alta-que-debes-conocer-blg/,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,,https://www.walmart.com.mx/ip/accesorios-celulares/caja-del-telefono-fundas-elegantes-del-telefono-celular-del-diseno-funcional-para-iphone-12-pro-anggrek-mariposa-dorada/00625453491320,7440000
celulares en argentina 2016,"Commercial, Informational",70,34,0.00,0.00,33,0,0,0,0,https://www.coppel.com/telefonos-celulares-libres,,,,,21100000
celulares en guanajuato,Commercial,70,22,0.00,0.00,25,35,0,11,15,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,https://www.bodegaaurrera.com.mx/content/celulares/264800,https://www.walmart.com.mx/content/celulares/264800,10000000
celulares en la marina,"Informational, Navigational",70,32,0.02,0.95,17,80,0,51,74,https://www.coppel.com/ubicacion-de-tiendas-coppel/tamaulipas/soto-la-marina/soto-la-marina,https://www.liverpool.com.mx/tienda/browse/storelocator,,https://www.bodegaaurrera.com.mx/,https://super.walmart.com.mx/,29300000
celulares en oferta en monterrey,Commercial,70,30,0.04,1.00,4,5,42,24,3,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/hot-sale-celulares/catst52375756,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/browse/lp-celulares/smartphones/celulares-en-promocion/320061_530003_560066,https://www.walmart.com.mx/content/celulares/264800,92
celulares en oferta para el dia del padre,Informational,70,23,0.00,0.00,4,72,0,32,1,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares-y-telefon%C3%ADa/cat5150023,,https://www.bodegaaurrera.com.mx/content/eventos/dia-del-padre-bodega/490004_520003,https://www.walmart.com.mx/browse/especiales/dia-del-padre/dia-del-padre-celulares/360013_360325_360362,13200000
celulares en office depot,Navigational,70,23,0.00,1.00,63,0,0,0,0,https://www.coppel.com/impresoras,,,,,231000
celulares en pagos semanales,Commercial,70,17,0.34,1.00,22,0,0,23,77,https://www.coppel.com/celular-a-credito,,,https://www.bodegaaurrera.com.mx/content/celulares/264800,https://www.walmart.com.mx/content/celulares/264800,81
celulares en yucatan,Commercial,70,21,0.00,0.00,13,24,30,38,22,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares-y-telefon%C3%ADa/cat5150023,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,https://super.walmart.com.mx/browse/electronica/telefonia/smartphones-y-celulares/2910049_3160043_3200008,7750000
celulares encriptados argentina,Informational,70,12,0.00,0.00,80,0,0,0,0,https://www.coppel.com/rastrea-tus-pedidos,,,,,38600
celulares fayuca puebla,Commercial,70,34,0.00,0.00,17,0,0,0,0,https://www.coppel.com/ubicacion-de-tiendas-coppel/puebla/,,,,,50500
celulares gama alta 2017 baratos,"Commercial, Informational",70,29,0.00,0.00,30,0,0,0,0,https://www.coppel.com/telefonos-celulares-libres,,,,,12600000
celulares gama media alta 2019,Informational,70,31,0.00,0.00,33,0,0,0,0,https://www.coppel.com/blog/tecnologia-entretenimiento/los-mejores-celulares-gama-media-blg/,,,,,1190000
celulares gama media pokemon go,Informational,70,26,0.00,0.00,99,0,0,0,0,https://www.coppel.com/l/pikachu,,,,,84300
celulares gen,Informational,70,26,0.00,0.00,40,0,0,0,54,https://www.coppel.com/telefonos-celulares-libres,,,,https://www.walmart.com.mx/ip/smartphones/redmagic-9-pro-5g-smartphone-120hz-telefono-para-juegos-pantalla-completa-de-6-8-pulgadas-camara-debajo-de-la-pantalla-6500mah-snapdragon-8-gen-3-16-512gb-80w-cargador-rapido-dual-sim/00697460831697,76500000
celulares huawei 2019 claro,Informational,70,27,0.00,0.00,45,0,0,32,0,https://www.coppel.com/celulares-huawei,,,https://www.bodegaaurrera.com.mx/ip/smartphones/celular-huawei-y6-2019-2gb-32gb-quad-core-6-09-13mp-azul-huawei-y6/00070452112241,,567000
celulares huawei colombia,"Informational, Transactional",70,53,0.00,0.00,83,0,0,0,0,https://www.coppel.com/celulares-huawei,,,,,23700000
celulares huawei con doble chip,Informational,70,24,0.00,0.00,11,78,0,42,16,https://www.coppel.com/celular-huawei-y7a-6-67-4gb-64gb-dual-sim-color-verde-reacondicionado-mkp-10422456,https://www.liverpool.com.mx/tienda/?s=celulares,,https://www.bodegaaurrera.com.mx/ip/smartphones/smartphone-huawei-y7-16gb-2gb-ram-mas-micro-sd-32gb-dual-sim-gris/00066041213812,https://super.walmart.com.mx/ip/smartphone-huawei-p30-lite-dual-sim-128gb-de-almacenamiento-desbloqueado-en-color-azul/00690144329308,723000
celulares huawei economicos en claro,Informational,70,20,0.00,0.00,9,0,91,57,24,https://www.coppel.com/celulares-huawei,,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/content/celulares/smartphones/264800_264807,https://www.walmart.com.mx/content/celulares/264800,92
celulares huawei estrellados,Informational,70,31,0.00,0.00,50,62,0,0,0,https://www.coppel.com/celulares-huawei,https://www.liverpool.com.mx/tienda/?s=celulares%20huawei,,,,65
celulares huawei movistar argentina,"Informational, Transactional",70,34,0.00,0.00,7,0,0,0,22,https://www.coppel.com/celulares-huawei,,,,https://www.walmart.com.mx/content/celulares/264800,204000
celulares huawei p30 2019,"Informational, Transactional",70,26,0.00,0.00,17,0,0,14,9,https://www.coppel.com/celulares-huawei,,,https://www.bodegaaurrera.com.mx/ip/smartphone-huawei-p30-128gb-6gb-ram-negro-huawei-y9-64gb-3gb-ram-2019-huawei-desbloqueado/00750228531229,https://www.walmart.com.mx/ip/smartphones/smartphone-huawei-p30-128gb-6gb-ram-twilight-huawei-y9-64gb-3gb-ram-2019-huawei-desbloqueado/00750228531230,1150000
celulares huawei telcel,"Informational, Transactional",70,28,0.07,1.00,6,3,0,37,34,https://www.coppel.com/celulares-huawei,https://www.liverpool.com.mx/tienda?s=celular+huawei+telcel,,https://despensa.bodegaaurrera.com.mx/ip/smartphone-huawei-nova-y70-128-gb-negro-telcel/00750622734547,https://super.walmart.com.mx/ip/smartphone-huawei-nova-y70-128-gb-azul-telcel/00750622734548,98
celulares hyundai son buenos,Informational,70,31,0.00,0.01,48,0,0,0,69,https://www.coppel.com/tablets,,,,https://www.walmart.com.mx/content/computadoras/laptops/264880_264909,81
celulares ios marcas,Informational,70,42,0.00,0.00,10,0,0,29,17,https://www.coppel.com/celulares-apple,,,https://www.bodegaaurrera.com.mx/browse/lp-celulares/marcas/iphone/320061_320132_320144,https://www.walmart.com.mx/browse/lp-celulares/marcas/iphone/320061_320132_320144,111000000
celulares ip68 2019,"Commercial, Informational",70,27,0.00,0.00,8,0,0,52,0,https://www.coppel.com/blog/tecnologia-entretenimiento/celulares-a-prueba-de-agua-sumergete-con-confianza-bcel/,,,https://www.bodegaaurrera.com.mx/ip/smartphones/smartphone-huawei-y7-2019-32gb-rojo-desbloqueado-mas-banda-de-frecuencia-cardiaca-roja/00750228531534,,305000
celulares kodak opiniones,Informational,70,22,0.00,0.00,25,0,0,0,22,https://www.coppel.com/kodak,,,,https://www.walmart.com.mx/ip/f/smartphone-kodak-kd50-32-gb-negro-telcel/00750622733853,1240000
celulares lava son buenos,Informational,70,35,0.00,0.00,73,0,0,21,11,https://www.coppel.com/lavadoras,,,https://www.bodegaaurrera.com.mx/ip/celulares/smartphones/celulares-desbloqueados/celular-lava-lava-iris-870/00693304060088,https://www.walmart.com.mx/ip/smartphones/celular-lava-lava-star-plus/00693304060038,32400000
celulares lenovo calidad,Informational,70,39,0.00,0.00,18,0,0,0,19,https://www.coppel.com/smartphone-lenovo-thinkphone-by-motorola-6-6-camara-50-mp-android-13-negro-mkp-74621727,,,,https://www.walmart.com.mx/ip/smartphones/smartphone-lenovo-k14-32gb-2gb-camara-dual-con-ia-plata/00081238203269,15500000
celulares lenovo gama alta,"Informational, Transactional",70,32,0.09,1.00,30,39,0,25,26,https://www.coppel.com/telefonos-celulares-libres,https://www.liverpool.com.mx/tienda/laptops/catst10075558,,https://www.bodegaaurrera.com.mx/ip/smartphones/smartphone-lenovo-s5-pro-64gb-6gb-dual-sim-mas-micro-sd-32gb-y-audifonos-negro/00066041213618,https://www.walmart.com.mx/ip/telefonia-y-conectividad/telefono-lenovo/00077431355032,86
celulares lg chinos,Informational,70,25,0.00,0.00,73,0,0,0,82,https://www.coppel.com/blog/tecnologia-entretenimiento/marcas-de-celulares-chinos-bcel/,,,,https://www.walmart.com.mx/ip/lavadoras-y-secadoras/filtros-secador-de-tela-para-sonya-syd-40e-syd-60e-para-panda-pan40sf-pan725sf/00790993592858,21200000
celulares lg de 5 pulgadas,"Informational, Transactional",70,33,0.00,0.00,16,28,0,29,36,https://www.coppel.com/celulares-lg,https://www.liverpool.com.mx/tienda/?s=celular%20lg,,https://www.bodegaaurrera.com.mx/ip/smartphones/lg-stylo-5-32-gb-blanco-100-auta-ntico-lg-lg-stylo-5-smartphone-reacondicionado/00079205801182,https://www.walmart.com.mx/ip/smartphones/smartphone-lg-nexus-5-32-gb-negro/00122248835271,13700000
celulares lg de telcel,Informational,70,21,0.00,0.00,11,25,36,24,7,https://www.coppel.com/celulares-lg,https://www.liverpool.com.mx/tienda/?s=celular%20lg,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/ip/smartphones/smartphone-lg-zone-16-gb-dorado-3g-telcel-r-9/00750622732140,https://super.walmart.com.mx/ip/smartphone-lg-k22-32-gb-rojo-telcel/00750622733886,670000
celulares lg modelos 2013,Informational,70,35,0.00,0.00,9,30,0,60,49,https://www.coppel.com/celulares-lg,https://www.liverpool.com.mx/tienda/?s=celular%20lg,,https://www.bodegaaurrera.com.mx/ip/smartphones/smartphone-lg-k51s-azul-64gb-lg-k51s/00750622733722,https://super.walmart.com.mx/es/ip/productos/00750622733046,15800000
celulares lg nombres,Informational,70,38,0.00,0.00,4,17,0,64,65,https://www.coppel.com/celulares-lg,https://www.liverpool.com.mx/tienda/?s=celular%20lg,,https://www.bodegaaurrera.com.mx/ip/smartphones/celular-lg-k22-i-6-2-hd-i-dual-camara-i-64gb-rojo-lg-lm-k200hawr/00880608704682,https://www.walmart.com.mx/ip/smartphones/celular-smartphone-lg-k30-2gb-16gb-quad-core-android-7-1-dual/00065281083059,15900000
celulares lg pequeños,Informational,70,28,0.00,0.04,6,38,0,0,11,https://www.coppel.com/celulares-lg,https://www.liverpool.com.mx/tienda/?s=celular%20lg,,,https://www.walmart.com.mx/ip/smartphones/celular-smartphone-lg-k30-2gb-16gb-quad-core-android-7-1-dual/00065281083059,8140000
celulares liberados en españa precios,Commercial,70,49,0.00,0.00,33,0,0,0,0,https://www.coppel.com/telefonos-celulares-libres,,,,,174000
celulares libres xiaomi,"Commercial, Informational",70,35,0.00,0.00,5,7,0,11,12,https://www.coppel.com/celulares-xiaomi,https://www.liverpool.com.mx/tienda?s=celulares+redmi//,,https://www.bodegaaurrera.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,https://www.walmart.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,88
celulares los ultimos modelos,Informational,70,48,0.00,0.00,29,45,0,0,0,https://www.coppel.com/celulares-samsung,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,,,18300000
celulares marca asus,"Informational, Transactional",70,36,0.00,1.00,38,0,0,0,90,https://www.coppel.com/l/rog-asus,,,,https://www.walmart.com.mx/browse/computadoras/laptops/todas-las-laptops/264880_264909_264910,9220000
celulares marcas nuevas,Informational,70,38,0.00,0.98,9,3,0,0,12,https://www.coppel.com/blog/tecnologia-entretenimiento/las-marcas-de-celulares-mas-nuevas-bcel/,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,,https://www.walmart.com.mx/browse/lp-celulares/smartphones/celulares-nuevos/320061_530003_540015,19000000
celulares mas baratos 2018,"Commercial, Informational",70,28,0.00,0.00,25,34,0,10,8,https://www.coppel.com/celulares-baratos,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,https://www.bodegaaurrera.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,https://www.walmart.com.mx/content/celulares/264800,8210000
celulares mas recomendados y economicos,"Commercial, Informational",70,34,0.00,1.00,10,57,0,80,16,https://www.coppel.com/blog/tecnologia-entretenimiento/marcas-de-celulares-buenos-y-baratos-calidad-a-buen-precio-bcel/,https://www.liverpool.com.mx/tienda/celulares/cat5150024,,https://www.bodegaaurrera.com.mx/content/celulares/smartphones/264800_264807,https://www.walmart.com.mx/content/celulares/264800,17800000
celulares mas vendidos en el mundo,Informational,70,47,0.00,0.00,27,0,0,82,0,https://www.coppel.com/blog/tecnologia-entretenimiento/las-marcas-de-celulares-mas-vendidas-en-el-mundo-bcel/,,,https://www.bodegaaurrera.com.mx/content/celulares/264800,,12600000
celulares media alta gama 2019,Informational,70,31,0.00,0.00,47,0,0,0,0,https://www.coppel.com/blog/tecnologia-entretenimiento/los-mejores-celulares-gama-media-blg/,,,,,2780000
celulares mejor bateria 2017,"Commercial, Informational",70,25,0.00,0.00,24,0,0,0,0,https://www.coppel.com/blog/tecnologia-entretenimiento/descubre-celulares-con-la-mejor-bateria-guia-de-compra-bcel/,,,,,8220000
celulares menos de 1500,Informational,70,29,0.10,1.00,9,30,7,10,5,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares-y-telefon%C3%ADa/cat5150023,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/browse/celulares/smartphones/celulares-desbloqueados/264800_264807_264808,https://www.walmart.com.mx/content/celulares/264800,4760000
celulares menos de 200 dolares,Commercial,70,28,0.00,0.86,42,0,0,0,23,https://www.coppel.com/celulares,,,,https://www.walmart.com.mx/content/celulares/264800,12400000
celulares menos de 7000 pesos,Commercial,70,26,0.00,1.00,10,23,42,30,29,https://www.coppel.com/celulares,https://www.liverpool.com.mx/tienda/celulares/cat5150024,https://www.chedraui.com.mx/tecnologia/celulares-telefonia-y-wearables/celulares-y-smartphones,https://www.bodegaaurrera.com.mx/content/celulares/264800,https://www.walmart.com.mx/content/celulares/264800,13800000
